,YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,ORIGIN_PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
1864,2023-02,WEEKENDS/HOLIDAY,14,TRAIN,EW17,7246,6873
1865,2023-02,WEEKENDS/HOLIDAY,14,TRAIN,NS11,10713,10679
1866,2023-02,WEEKENDS/HOLIDAY,14,TRAIN,TE15,1795,1803
1867,2023-02,WEEKENDS/HOLIDAY,14,TRAIN,NS27/CE2/TE20,892,1337
1868,2023-02,WEEKENDS/HOLIDAY,14,TRAIN,TE4,1124,731
1870,2023-02,WEEKENDS/HOLIDAY,14,TRAIN,NE9,6402,4811
1872,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE10,4104,4500
1873,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC25,1642,1315
1874,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC14,1631,1995
1876,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS15,3968,3180
1878,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE4/DT19,21683,17863
1880,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT22,2534,3105
1882,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS5,7012,8236
1883,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW26,7031,7309
1892,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW5,9440,9825
1893,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT3,1913,1696
1895,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT25,727,847
1897,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT23,758,796
1898,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT8,884,901
1899,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC19/DT9,2526,2636
1901,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE7,1234,1226
1903,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS18,3361,3236
1906,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT24,1092,1209
1908,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT10/TE11,1590,1346
1909,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW29,3887,2281
1911,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE14,7718,8615
1913,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE4,978,704
1914,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT34,1073,894
1915,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE11,1934,1879
1916,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC26,795,605
1917,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS21/DT11,14818,15199
1918,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW3,4329,4617
1920,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC21,2155,1953
1922,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW1,7281,8231
1924,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW32,985,435
1925,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE22,1007,1911
1926,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT18,1296,948
1927,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS14,7089,7159
1928,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT2,422,456
1929,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT27,1647,1507
1930,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS13,14176,15019
1931,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE17/PTC,13742,13736
1932,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS20,9159,6506
1933,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS11,9403,10454
1935,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE8,2658,2133
1937,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW22,1259,1729
1938,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS10,9232,9379
1939,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW31,890,185
1941,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE5,755,910
1943,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS3,5095,5330
1944,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS19,10983,11360
1945,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW20,3289,3177
1946,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC28,1072,1068
1947,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CG1/DT35,5014,5321
1948,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC12,1253,1187
1949,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW8/CC9,17491,17703
1950,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC6,3433,4279
1951,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC8,2074,2088
1952,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS23,11109,10461
1953,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE7/DT12,10383,10743
1954,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC7,1596,1922
1955,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE16/STC,12984,13915
1957,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW28,5867,5424
1959,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW33,1025,659
1961,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS8,4656,4317
1962,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CG2,8431,6273
1963,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW16/NE3/TE17,5450,3678
1964,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT29,1558,1676
1970,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT28,2269,1884
1972,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE3,1716,1466
1973,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS25/EW13,17913,16450
1974,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW27,12256,14689
1975,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT30,1687,2067
1976,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC17/TE9,1039,1151
1977,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS24/NE6/CC1,13377,11744
1978,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT33,3593,3638
1979,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE6,1857,1992
1984,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW19,3948,4026
1985,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW6,2589,3104
1986,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT13,3356,3430
1987,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE12,914,580
1988,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC27,535,320
1989,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT5,4542,3913
1995,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE19,561,348
1996,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS17/CC15,12333,12013
1997,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW21/CC22,5578,4194
1998,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS4/BP1,9804,11135
2003,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS2,7365,8305
2005,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE1,560,456
2007,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW10,3775,3943
2009,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC11,3777,2476
2012,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CE1/DT16,12715,11641
2014,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT6,1730,1513
2019,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE18,2632,1495
2020,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW24/NS1,24892,22649
2022,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS9/TE2,14704,15786
2025,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE12/CC13,17548,18511
2027,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE14/NS22,24432,24272
2028,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE15,1768,1743
2029,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC20,1372,1358
2030,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE1/CC29,16109,15137
2031,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE9,5526,4979
2032,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW18,4235,4074
2033,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW4,3750,3658
2039,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW11,5101,5822
2040,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT17,1089,809
2042,2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS7,5217,4121
2044,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC10/DT26,4579,3841
2045,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC2,1776,1275
2046,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS20,8896,6530
2047,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS14,7457,7745
2049,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW4,3888,3897
2055,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS2,7034,8837
2056,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS4/BP1,10014,11810
2058,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT6,2105,1624
2060,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS27/CE2/TE20,978,1212
2061,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW31,1381,361
2062,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT23,794,733
2068,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT28,2352,2197
2070,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW11,5198,5394
2072,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC28,1108,1147
2075,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW18,4043,4431
2077,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC12,1243,1071
2078,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,TE15,1816,1768
2080,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NE4/DT19,21073,17646
2082,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC24,2636,1284
2084,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT10/TE11,1626,1494
2085,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT24,1068,1245
2086,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,TE12,810,436
2087,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS23,11980,10295
2089,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW6,2721,3582
2091,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW29,4885,2609
2092,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW15,4793,3277
2093,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS7,5930,4597
2094,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT33,3992,3698
2095,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT21,2290,1895
2097,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW22,1382,1760
2100,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,TE14/NS22,29027,23856
2102,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW28,6879,5590
2104,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS12,4017,3943
2107,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW1,7477,8899
2109,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS19,11231,11710
2110,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC25,1613,1142
2111,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT13,3643,3003
2112,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT25,872,898
2113,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NE17/PTC,13133,14470
2115,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS5,7227,8031
2117,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW10,4260,4172
2119,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW12/DT14,23130,19995
2120,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW32,1195,669
2122,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT29,1620,1661
2124,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS17/CC15,11796,13041
2125,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS9/TE2,14972,16991
2126,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW19,4145,4511
2127,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW2/DT32,16975,17375
2129,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC26,930,547
2131,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,TE8,2641,2756
2132,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,TE4,1090,808
2133,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS8,4663,4719
2134,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC8,2329,2375
2135,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NE16/STC,12276,14449
2137,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT3,1863,1930
2139,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS28,1755,711
2140,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW16/NE3/TE17,5731,4126
2142,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW24/NS1,26442,22976
2144,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT5,4483,4298
2145,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT20,1365,1252
2146,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT2,435,589
2147,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW17,6770,7498
2149,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW7,4112,4591
2152,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC20,1350,1407
2155,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW5,9186,10846
2157,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT27,2019,1563
2159,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,TE6,2117,2302
2161,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC16,1661,1571
2163,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NE13,6428,6284
2166,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NE15,4697,5422
2173,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,TE5,788,882
2175,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT17,1146,855
2176,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW9,6756,6482
2177,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC23,1055,620
2178,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC4/DT15,5649,6157
2179,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC21,2053,1846
2180,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NE11,2190,1933
2181,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS18,3373,3525
2182,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS3,4764,5903
2184,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC11,3903,2547
2186,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS24/NE6/CC1,14190,11448
2187,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,TE19,568,328
2188,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NE10,4136,4234
2189,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT34,1146,887
2190,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT30,1772,2028
2192,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS13,13554,16918
2195,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,TE13,744,602
2197,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW3,4390,5180
2198,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS10,9533,10079
2199,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NE12/CC13,17681,19741
2200,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW8/CC9,21057,18276
2201,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NE14,7930,8680
2202,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,TE22,935,1704
2204,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CG1/DT35,5421,5023
2206,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW23,12981,13367
2207,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW25,2242,3060
2209,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,TE16,1181,1256
2211,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW33,1208,838
2212,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT31,2337,2058
2213,2023-02,WEEKENDS/HOLIDAY,16,TRAIN,CC3,3436,3179
2214,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT31,2347,2511
2215,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE7/DT12,12680,13221
2216,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW33,1599,962
2217,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT21,2461,1696
2218,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,18466,22281
2219,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC6,4314,4035
2220,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE12,836,483
2222,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS16,12458,16109
2225,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC10/DT26,5496,3867
2227,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW11,6133,6551
2228,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS14,8019,9180
2230,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC11,4526,2760
2233,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE22,1072,2019
2235,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT23,930,762
2236,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW27,15144,19870
2237,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW15,4992,4145
2243,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT8,1096,1298
2245,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS19,11992,12096
2247,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW3,4850,6201
2252,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW17,7359,8569
2254,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE1/CC29,20518,13986
2257,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE1,855,899
2259,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS2,8152,9527
2265,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC28,1229,1268
2270,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW23,13972,15642
2271,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC12,1714,1240
2272,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW7,4589,5456
2273,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW28,8989,7510
2275,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW18,4852,4748
2277,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE15,4906,5911
2278,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT20,1563,1350
2279,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE16/STC,13253,16688
2280,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT7,1723,2596
2281,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE16,1384,1345
2282,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE13,7029,6967
2283,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS11,10925,13478
2284,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT25,994,1201
2285,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT3,2083,2276
2286,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CG1/DT35,5820,4706
2287,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CE1/DT16,15376,11296
2288,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS20,8306,8126
2289,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW2/DT32,17645,20045
2291,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC21,2193,2432
2293,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS15,3860,4155
2294,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC2,2179,1069
2295,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT13,3631,2859
2300,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW20,4112,3361
2301,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE5,902,1195
2303,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT24,1216,1504
2305,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW4,4786,4591
2307,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW25,2822,3871
2310,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE14/NS22,30973,21428
2312,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT29,1761,2015
2313,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS10,10786,11542
2314,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE6,2230,2569
2320,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC26,1376,810
2323,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT27,2440,1871
2326,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE8,11486,15513
2328,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC17/TE9,1732,1302
2329,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC4/DT15,5796,5718
2330,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW24/NS1,29005,26688
2331,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE5,2948,3371
2332,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW29,8502,3527
2334,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW31,2564,445
2336,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS7,9444,5794
2337,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE11,2320,2095
2338,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS8,5524,5954
2340,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW16/NE3/TE17,6260,5025
2342,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW5,10231,13061
2343,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS5,7712,9659
2345,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT28,3311,2801
2347,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW30,2227,447
2348,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC8,2600,2444
2349,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW26,9612,10290
2350,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE10,4951,4546
2351,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW14/NS26,5250,4335
2352,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT30,2138,2331
2353,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT22,2957,4580
2359,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC7,2138,2260
2361,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE17/PTC,14026,15684
2362,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS24/NE6/CC1,14704,10644
2363,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS9/TE2,16010,19430
2364,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS28,1392,526
2365,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE7,1381,1221
2366,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS17/CC15,12547,13837
2368,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS4/BP1,10983,13690
2370,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW19,4867,4700
2371,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC14,1782,1969
2372,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW21/CC22,6346,4843
2373,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC19/DT9,2774,2649
2374,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE8,2685,2500
2375,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC25,1938,1230
2376,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS25/EW13,26165,15870
2378,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC20,1561,1651
2380,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW8/CC9,25290,18806
2381,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS3,5597,6466
2382,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW6,3174,4161
2383,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT2,497,563
2384,2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW32,2218,973
2385,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,EW22,1434,1676
2386,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,DT27,2306,1898
2388,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NS14,7649,10378
2390,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,DT28,3094,3325
2392,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NS7,8436,6223
2393,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NE16/STC,12381,17137
2394,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,TE16,1561,1647
2395,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,DT10/TE11,1760,1648
2397,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NS11,10016,14395
2399,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NE15,4484,6414
2400,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NE11,2177,2298
2401,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,EW10,4564,5037
2402,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,EW18,4223,4631
2403,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NE9,5674,6303
2404,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,EW8/CC9,22997,16743
2405,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,DT23,961,820
2406,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NS28,1487,408
2407,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,CC16,1952,1708
2408,2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NS2,7688,10076
